ID,join_date,sex,marital_status,birth_year,branch_code,occupation_code,occupation_category_code,P5DA,RIBP,8NN1,7POT,66FJ,GYSR,SOP4,RVSZ,PYUQ,LJR9,N2MW,AHXO,BSTQ,FM3X,K6QO,QBOL,JWFN,JZ9D,J9JW,GHYX,ECY3
T6JUF6W,1/1/2015,M,M,1973,94KC,2BE6,T4MS,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0
V6Y79YR,1/5/2019,M,M,1988,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NKXZXAQ,1/12/2016,M,S,1984,748L,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
952QNAL,1/4/2019,M,M,1991,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TDQRAQD,1/1/2017,M,M,1983,XX25,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
P8J0RHM,1/5/2018,M,M,1969,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
M7IEFVI,1/4/2018,M,M,1973,748L,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
UGCH6DJ,1/7/2018,M,M,1992,748L,OPVX,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
06DYWKV,1/5/2019,M,M,1980,E5SW,3NHZ,L44T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0OCHN3G,1/6/2012,M,U,1973,748L,N2ZZ,90QI,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MZH2NF2,1/6/2014,M,M,1973,49BM,1NFK,T4MS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
SFN8VPJ,1/4/2018,M,M,1970,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
K9LRQLM,1/7/2019,F,M,1988,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2BOGTRK,1/6/2019,M,M,1993,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
56C6CEP,1/11/2012,M,M,1970,E5SW,P4MD,90QI,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R475IN4,1/11/2014,M,M,1984,748L,3NHZ,L44T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C71H45A,1/4/2018,M,M,1969,XX25,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
F1G5OM9,1/3/2020,M,U,1977,E5SW,0OJM,T4MS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
RH27ZJP,1/3/2020,M,M,1970,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
XF09IJW,1/9/2016,F,M,1967,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
U565ON4,1/3/2018,M,M,1971,O67J,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
J4K3OSV,1/7/2020,M,M,1993,9F9T,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PHDNL1O,1/5/2020,M,M,1988,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ADEOA1D,1/7/2017,F,S,1978,O67J,E39I,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SXN3FD1,1/8/2016,F,M,1988,94KC,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
X8MNVDY,1/5/2019,M,M,1984,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5IIFUDD,1/6/2018,M,M,1970,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
F4ASCOE,1/12/2017,M,M,1983,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
JDGPN9Y,1/7/2020,M,M,1966,9F9T,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ZFQTSYM,1/8/2018,F,M,1966,748L,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
0MMB5ZO,1/2/2019,M,M,1973,UAOD,5FPK,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
M5HNAX6,1/3/2020,M,M,1980,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
Z47N8MO,1/4/2017,F,U,1965,748L,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
84SA68B,1/10/2015,M,M,1974,ZFER,1MSV,JD7X,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
XNA4ZN6,1/11/2019,M,M,1970,748L,U37O,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PP0MK6T,1/10/2018,M,M,1975,30H5,K5LB,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3Q2J1A4,1/8/2018,M,M,1967,748L,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SKL4H4V,1/5/2018,M,M,1977,748L,SF1X,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
JKP7RSP,1/5/2017,M,M,1977,748L,U37O,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
X8X2SN8,1/4/2020,F,M,1990,O67J,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CJQOOZ8,1/2/2018,M,M,1990,O67J,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Z0A32EX,1/3/2018,M,M,1974,748L,U37O,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
Q23C4VK,1/3/2019,M,M,1977,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
A7JOZBG,1/1/2014,F,M,1983,UAOD,ZCQR,90QI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
GRLMXG7,1/4/2018,F,M,1988,O67J,Q6J6,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
YIFDYNY,1/3/2019,F,M,1973,O67J,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
NKVQK5H,1/10/2012,M,U,1963,748L,2A7I,T4MS,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
F1K5UFQ,1/1/2019,M,M,1987,ZFER,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ANLHDXU,1/1/2020,F,M,1982,30H5,APO0,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
U6JC0M2,1/10/2018,M,M,1979,O67J,DE5D,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1NRMNW5,1/4/2019,F,S,1986,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
SUJYM9C,1/4/2019,M,M,1988,E5SW,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
MPQ9JWQ,1/9/2017,M,M,1975,XX25,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
OVPPECS,1/4/2019,M,M,1988,30H5,5FPK,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NYGX05L,1/9/2015,M,S,1989,XX25,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2YGE64M,1/3/2018,M,M,1996,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
56IT2IY,1/5/2015,M,M,1976,748L,RUFT,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
J5GNDZH,1/6/2017,F,M,1974,748L,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
587UNI7,1/10/2017,F,M,1976,30H5,RUFT,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59DVD8O,1/9/2018,F,M,1967,XX25,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
JTF9YZI,1/3/2020,M,M,1998,E5SW,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LRMZ662,1/6/2018,M,U,1979,O67J,31JW,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TMTR2Y6,1/6/2019,M,M,1966,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
T7V07ZT,1/7/2017,M,S,1984,30H5,C8F6,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
EL4C1JM,1/11/2018,M,M,1995,XX25,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
YE9MBT2,1/4/2018,M,M,1969,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BRFPXMQ,1/6/2019,M,M,1997,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
UR10AET,1/2/2016,M,S,1986,XX25,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
FIHYX73,1/11/2017,F,M,1986,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
41NNPK4,1/12/2018,M,M,1990,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2PW3IX1,1/6/2019,M,M,1989,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
W660NRT,1/11/2018,F,S,1970,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Z3R0UPB,1/5/2017,F,M,1980,748L,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3BBX72J,1/1/2018,M,M,1972,94KC,IQFS,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Z9321A1,1/3/2014,M,U,1971,748L,P4MD,90QI,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NHUSEOB,1/5/2018,M,M,1989,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
P7IL5KS,1/10/2015,F,M,1972,748L,1NFK,T4MS,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
HSDICER,1/9/2018,M,M,1998,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
J31OHYW,1/8/2019,F,M,1986,O67J,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
JREI59A,1/4/2020,M,M,1974,748L,5FPK,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2YMNC0X,1/4/2018,M,M,1983,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7O9J4AH,1/7/2019,M,M,1989,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
EVAS3ZT,1/9/2019,M,M,1973,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4BB5G4O,1/5/2017,M,M,1987,UAOD,OPVX,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7XNHW1D,1/2/2014,M,S,1994,E5SW,U9RX,L44T,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ZI7IO5D,1/2/2019,M,M,1975,O67J,31JW,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Y4GXG6Q,1/11/2018,M,M,1982,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2GTXC2E,1/5/2018,M,M,1972,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
QUQ44D9,1/2/2018,F,S,1972,ZFER,RUFT,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8O4BO7Y,1/5/2020,F,M,1973,94KC,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2KOTOM7,1/5/2018,M,S,1990,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
XDWA3H7,1/12/2018,M,M,1983,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5KV9DUI,1/5/2020,F,M,1970,1X1H,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
YIO4V0A,1/12/2011,M,U,1986,XX25,0OJM,T4MS,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2H1PZ5M,1/6/2019,M,M,1979,748L,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2DH8T8Z,1/8/2017,M,W,1996,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
W5J6IOB,1/4/2018,M,M,1985,XX25,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4RKLP5J,1/1/2019,M,M,1978,UAOD,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7L9ESHY,1/11/2019,F,S,1964,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
U03GMYQ,1/7/2017,M,M,1985,94KC,SST3,56SI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
UMD4MC9,1/11/2019,M,S,1998,748L,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1J6JL0K,1/6/2019,F,M,1978,9F9T,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9QO3PSI,1/8/2017,M,S,1988,UAOD,31JW,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
C8IZZO9,1/2/2018,M,M,1974,30H5,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2YGAG6Z,1/1/2018,F,M,1961,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DECQNA4,1/11/2019,M,M,1978,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
36CXPEJ,1/12/2017,F,M,1991,30H5,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
K91BMCD,1/10/2019,M,S,2000,UAOD,RUFT,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42DTGCD,1/3/2013,M,U,1964,748L,0OJM,T4MS,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MD91NZG,1/12/2019,M,U,1982,30H5,YMGT,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
G3BHC6F,1/2/2019,M,M,1973,XX25,XHJD,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
WV7B666,1/3/2017,M,M,1963,E5SW,2YAO,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
NEQRBBT,1/10/2019,M,M,1986,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
F9AMQEU,1/11/2018,M,M,1978,748L,U37O,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
JE2B492,1/4/2018,F,M,1959,UAOD,I31I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6598CLO,1/4/2018,M,M,1995,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
I5NEJ1U,1/4/2019,M,M,1982,94KC,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
83E3DBJ,1/5/2019,F,M,1987,30H5,RUFT,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Z4DCH20,1/6/2017,M,M,1967,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
K5TCGTD,1/5/2019,M,M,1967,ZFER,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
G210FC1,1/5/2017,M,M,1973,30H5,WMTK,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70M11KE,1/5/2017,F,S,1965,XX25,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PVH6L0A,1/8/2016,M,S,1989,UAOD,RUFT,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HFHFROW,1/12/2016,F,U,1987,49BM,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
QMY1UNB,1/6/2019,F,S,1985,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
HL5QA92,1/3/2015,M,M,1988,748L,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
J049QGT,1/8/2018,F,M,1983,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7Q28WUP,1/9/2016,M,S,1986,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
G5VOROM,1/6/2018,M,M,1980,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
FXWL22X,1/4/2018,F,S,1969,30H5,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
C07GK9N,1/5/2018,M,M,1979,XX25,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4NIZQNH,1/1/2019,F,M,1988,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4EJ2JJ6,1/2/2018,M,M,1990,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
OJBQCRX,1/7/2019,M,M,1996,E5SW,3NHZ,L44T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
M1KUYAK,1/11/2017,M,M,1971,748L,7UDQ,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
JWKN337,1/5/2018,M,M,1979,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
E2A08SK,1/11/2019,F,M,1982,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
OP83EM5,1/4/2020,M,M,1986,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
UAJ6J21,1/6/2018,M,M,1979,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
VWB3JAV,1/11/2019,M,M,1976,9F9T,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LLE51KM,1/5/2018,M,M,1983,E5SW,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
MIWEUI4,1/11/2014,M,M,1977,748L,2A7I,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
CF0FR48,1/1/2019,M,S,1998,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
NLAOVRT,1/7/2015,M,M,1986,E5SW,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WA4JJ2N,1/2/2019,M,M,1961,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9JR3DQW,1/6/2019,M,M,1977,E5SW,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ULSZGRQ,1/6/2018,F,S,1985,748L,B8W8,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0FHGXL4,1/10/2019,M,M,1993,748L,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
H3KIC1G,1/4/2018,M,M,1980,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
JM0H969,1/4/2018,F,M,1965,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
KVCHTRL,1/12/2014,M,M,1986,748L,6E4H,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22MEVC6,1/6/2017,M,S,1970,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8YL3OWO,1/12/2018,M,M,1976,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NMCCYX0,1/9/2018,F,M,1984,30H5,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
UWNIK6Q,1/5/2019,M,M,1972,E5SW,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0GX5SO1,1/9/2016,M,M,1962,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
YJI63EZ,1/1/2018,M,M,1980,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
RHN7GKS,1/4/2012,M,U,1988,748L,QZYX,90QI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UJM293I,1/10/2017,F,M,1964,94KC,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
U0JYPK8,1/9/2016,M,S,1992,E5SW,UJ5T,T4MS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
CAUZYCD,1/5/2019,M,M,1965,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AYALU86,1/10/2019,M,M,1977,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PGK3BU1,1/5/2019,F,M,1964,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
DGTUWOZ,1/9/2017,M,M,1980,748L,FSXG,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
JT79ROZ,1/4/2018,M,M,1976,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
62E5M0B,1/11/2019,M,M,1983,94KC,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
F0ZB2LQ,1/11/2012,M,U,1977,UAOD,QZYX,90QI,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NHJX5GT,1/10/2015,F,M,1982,E5SW,B8W8,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
YC9ML7F,1/12/2019,M,S,1989,E5SW,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
VNKQWU5,1/1/2019,M,U,1969,30H5,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
OFOF5VP,1/6/2020,M,M,1973,30H5,J9SY,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Q9KTEF5,1/8/2017,F,S,1986,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NZ1VXIB,1/3/2020,M,U,1972,748L,N2ZZ,90QI,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98ZW54F,1/2/2019,M,M,1995,UAOD,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
JL1CPI5,1/2/2020,F,M,1979,748L,1MSV,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
TIZ869M,1/2/2018,M,M,1989,30H5,WMTK,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9D5SXCR,1/1/2019,F,M,1986,30H5,YMGT,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
IJUNUO0,1/7/2019,M,M,1993,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40GE4AQ,1/7/2019,F,M,1998,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
