name,artist,danceability,key,mode,instrumentalness,duration,energy,loudness,speechiness,acousticness,tempo,liveness,valence,popularity,hollywood
the boogie that be,blackeyedpeas,0.951,6,0,1.57E-05,1.848689715,0.489,-6.145,0.111,0.0535,0.477697018,0.599,0.462,0,1
candys room,brucespringsteen,0.448,0,1,0.0438,1.084696902,0.787,-11.482,0.0567,0.141,0.682439896,0.326,0.505,0,1
just like an arrow,magnum,0.476,9,1,0,1.31784047,0.761,-10.465,0.0375,0.2,0.619210611,0.399,0.668,0.195979899,1
disposable teens,marilynmanson,0.528,10,1,0.00949,1.19673981,0.953,-4.994,0.133,4.59E-05,0.609401208,0.5,0.317,0,1
mustapha,queen,0.606,5,0,3.54E-06,1.19673981,0.724,-7.918,0.148,0.292,0.694026628,0.0801,0.477,0,1
on days like these,mattmonro,0.498,7,0,3.29E-06,1.438751474,0.184,-16.275,0.0276,0.895,0.430868255,0.296,0.328,0.170854271,1
the walk,thecure,0.707,11,0,0.000192,1.366132787,0.753,-6.554,0.0283,0.407,0.593005232,0.179,0.832,0,1
usanos,elcantodelloco,0.429,10,0,4.16E-06,1.300171432,0.911,-2.916,0.054,0.000233,0.691431091,0.0521,0.438,0.175879397,1
exchange,massiveattack,0.599,1,1,0.48,1.579327576,0.21,-19.329,0.0354,0.322,0.567590787,0.093,0.32,0.211055276,1
independence day,elliottsmith,0.567,0,1,0.0684,1.21579904,0.509,-10.846,0.031,0.449,0.394830745,0.123,0.458,0,1
leaving shire,bohansson,0.365,4,0,0.578,1.369518022,0.294,-12.539,0.0356,0.364,0.547935616,0.254,0.337,0,1
ghost of the sun,katatonia,0.519,5,1,9.21E-05,1.564714054,0.796,-6.776,0.0356,0.00245,0.545667362,0.186,0.316,0.145728643,1
its lonely at the top or so ive heard,burdenofaday,0.223,2,0,0,1.429070969,0.973,-3.445,0.096,0.000468,0.816807808,0.214,0.242,0,1
voices  acoustic,godsmack,0.553,6,1,1.58E-06,1.445167754,0.727,-6.282,0.0237,0.00661,0.431159173,0.0818,0.272,0,1
supernova goes pop,powerman5000,0.59,1,1,0.0264,1.278661725,0.973,-3.764,0.141,0.000877,0.650066139,0.0485,0.459,0,1
when i look into your eyes,firehouse,0.396,6,1,4.71E-05,1.525991198,0.612,-8.039,0.0277,0.00288,0.66710759,0.233,0.241,0.311557789,1
bad reputation,thinlizzy,0.408,1,1,0.279,1.245745131,0.801,-13.425,0.0506,0.0146,0.564963431,0.206,0.824,0.130653266,1
under a glass moon,dreamtheater,0.506,1,0,0.0945,2.237808729,0.852,-9.989,0.0488,5.68E-05,0.662225616,0.347,0.591,0.24120603,1
nothing else matters,luciesilvas,0.27,4,0,0.00395,1.685708088,0.28,-9.435,0.0347,0.94,0.594755288,0.091,0.0777,0.170854271,1
open your arms,editors,0.619,9,1,0.569,2.02962555,0.527,-7.097,0.0261,0.00213,0.527144045,0.134,0.393,0.040201005,1
hellion,wasp,0.323,6,0,0.00662,1.416057344,0.916,-7.474,0.0575,4.04E-06,0.477701563,0.222,0.342,0.190954774,1
id like to,corinnebaileyrae,0.631,2,1,0,1.567648936,0.731,-8.294,0.168,0.172,0.388739642,0.116,0.54,0.206030151,1
the worst day ever,simpleplan,0.468,6,1,0,1.34908026,0.878,-4.4,0.0861,0.000312,0.650375239,0.312,0.731,0,1
broken home,paparoach,0.574,6,1,0.000351,1.432305332,0.907,-5.04,0.0512,0.0014,0.429786402,0.0707,0.536,0,1
oye mi canto,gloriaestefan,0.682,7,1,0.00085,1.782170461,0.735,-10.499,0.0392,0.166,0.542776361,0.0515,0.878,0.135678392,1
broadway,thegoogoodolls,0.504,11,1,0,1.516901023,0.901,-3.776,0.0491,0.000807,0.603332833,0.0839,0.755,0.206030151,1
1stp klosr the humble brothers reanimation feat jonathan davis,linkinpark,0.471,1,1,0.537,1.979852683,0.927,-5.76,0.0495,0.00272,0.437054815,0.115,0.232,0.226130653,1
into the dead sky,atthegates,0.52,1,0,0.107,0.842488324,0.392,-16.838,0.0353,0.765,0.581959426,0.065,0.267,0.170854271,1
inaction,wearescientists,0.407,9,0,0,0.99400227,0.985,-4.434,0.0782,0.000948,0.73618706,0.0576,0.618,0.175879397,1
scarlet rose,edguy,0.439,0,0,8.57E-05,1.846279833,0.454,-7.401,0.0308,0.0644,0.597278095,0.301,0.185,0,1
sancta terra,epica,0.464,8,1,0.000252,1.789714715,0.865,-3.791,0.0449,0.0373,0.408758461,0.0906,0.493,0,1
monsters in the parasol,queensofthestoneage,0.562,2,1,0.000128,1.352507764,0.935,-4.467,0.0303,0.0951,0.636711168,0.231,0.58,0,1
101,alberthammondjr,0.524,4,1,0.479,1.362739189,0.798,-3.666,0.0358,0.000818,0.545367353,0.125,0.544,0.030150754,1
god must hate me,simpleplan,0.54,11,1,0,1.080516095,0.855,-4.695,0.151,0.00417,0.608478452,0.341,0.893,0,1
a perfect day elise,pjharvey,0.49,11,0,0.531,1.223347982,0.959,-8.677,0.0852,0.0921,0.7225639,0.189,0.152,0,1
perfect day,cascada,0.576,5,0,9.07E-05,1.435532154,0.96,-6.778,0.14,0.000432,0.654616283,0.0648,0.523,0.08040201,1
eyes like yours ojos así,shakira,0.735,6,1,4.89E-06,1.507751329,0.968,-5.325,0.0551,0.152,0.577413827,0.132,0.657,0,1
hybrid stigmata,dimmuborgir,0.157,0,1,0.371,2.221054533,0.94,-2.662,0.0588,2.88E-06,0.69377662,0.295,0.231,0,1
adesso tu,erosramazzotti,0.607,5,0,0,1.546974767,0.341,-9.414,0.0328,0.0811,0.619115154,0.0964,0.149,0.226130653,1
china girl,iggypop,0.411,3,0,0.107,1.834169934,0.79,-11.156,0.055,0.00132,0.565249803,0.423,0.447,0,1
ole,thebouncingsouls,0.33,7,1,0,1.21200868,0.833,-6.507,0.0768,0.0491,0.583332197,0.687,0.553,0,1
well thought out twinkles,silversunpickups,0.507,1,0,0.00574,1.538020276,0.899,-4.392,0.0344,4.88E-05,0.55521312,0.162,0.534,0,1
al otro lado del río,jorgedrexler,0.769,7,1,0.00193,1.275043483,0.307,-12.331,0.0323,0.809,0.422504352,0.0985,0.619,0.281407035,1
afer ventus,enya,0.355,10,1,0.223,1.546974767,0.335,-14.556,0.028,0.865,0.433509248,0.131,0.113,0.175879397,1
scorpio rising,deathinvegas,0.362,7,1,0,1.948710723,0.797,-5.605,0.0288,0.00251,0.754942203,0.0761,0.546,0.030150754,1
the flying club cup,beirut,0.355,8,0,0.00274,1.219578786,0.625,-7.142,0.0329,0.706,0.347224684,0.197,0.553,0,1
feber,bokaspersorkester,0.584,2,1,0.0083,1.717711265,0.846,-4.717,0.0273,0.0733,0.627424509,0.163,0.798,0.065326633,1
misplaced  live album version,sonataarctica,0.353,9,0,0.119,1.730837118,0.967,-4.828,0.0542,7.83E-05,0.727391326,0.93,0.426,0.020100503,1
when doves cry,prince,0.729,9,0,4.45E-05,2.003866823,0.989,-4.613,0.049,0.0102,0.574881928,0.443,0.84,0.361809045,1
how sweet it is,michaelbublé,0.718,7,1,1.33E-06,1.177406997,0.624,-5.863,0.0843,0.092,0.6045556,0.119,0.297,0.211055276,1
coming around again  remastered 2004,carlysimon,0.643,5,1,0.000233,1.432305332,0.482,-9.13,0.0263,0.624,0.624769879,0.0988,0.375,0.281407035,1
friday night,thedarkness,0.451,4,1,8.31E-05,1.157791983,0.935,-3.475,0.0548,0.0204,0.577259276,0.0996,0.415,0.226130653,1
something about us love theme from interstella 5555,daftpunk,0.889,9,0,0.449,0.85746717,0.423,-9.759,0.0456,0.295,0.454264454,0.084,0.81,0.185929648,1
sound and vision  1999 remaster,davidbowie,0.657,2,1,0.412,1.21579904,0.732,-10.007,0.0399,0.00146,0.482801726,0.146,0.835,0,1
la grange  2005 remaster,zztop,0.545,4,0,0.0304,1.476811467,0.64,-9.937,0.224,0.00249,0.36612074,0.196,0.606,0.381909548,1
love train,wolfmother,0.455,7,1,0.0238,1.19673981,0.872,-3.915,0.0462,0.0613,0.414885928,0.134,0.699,0,1
intoxication,disturbed,0.601,11,1,0.000146,1.256806289,0.997,-3.434,0.0729,0.000251,0.454905383,0.225,0.302,0.211055276,1
addicted to chaos,megadeth,0.556,1,1,0.00348,1.909983426,0.864,-5.007,0.0348,8.26E-05,0.441686781,0.075,0.428,0.251256281,1
i walk beside you,dreamtheater,0.523,11,0,0,1.655726363,0.753,-8.882,0.0543,0.00227,0.60008273,0.0909,0.476,0.221105528,1
hands,theraconteurs,0.283,1,1,0.00729,1.532018658,0.668,-7.644,0.0353,0.00088,0.436272972,0.207,0.104,0,1
come back to what you know,embrace,0.339,8,1,0,1.579327576,0.581,-6.471,0.0325,0.0328,0.69047197,0.151,0.327,0.24120603,1
smells like funk,blackeyedpeas,0.855,5,0,0,1.819503029,0.83,-4.717,0.257,0.0626,0.436336611,0.15,0.489,0,1
gray or blue,jaymay,0.746,11,1,0,1.338746019,0.268,-13.859,0.0525,0.779,0.482351711,0.0846,0.626,0.201005025,1
far above the clouds,mikeoldfield,0.562,9,0,0.87,1.919188454,0.812,-7.704,0.0714,0.0145,0.545317351,0.154,0.212,0.190954774,1
drowned world  substitute for love,madonna,0.539,4,1,0.207,1.836600028,0.308,-12.101,0.0413,0.727,0.635933871,0.107,0.131,0.24120603,1
a letter to elise,thecure,0.528,9,1,0.00175,1.848689715,0.594,-13.596,0.0314,0.144,0.682862637,0.165,0.725,0,1
what im looking for,brendanbenson,0.524,0,1,0.000135,1.376263579,0.745,-9.309,0.0364,0.00309,0.609828495,0.111,0.675,0.140703518,1
ladies and gentlemen we are floating in space,spiritualized,0.39,2,1,9.42E-05,1.425829027,0.394,-10.721,0.0311,0.617,0.453882624,0.461,0.172,0,1
where boys fear to tread,thesmashingpumpkins,0.477,8,0,0.727,1.6363121,0.719,-9.946,0.0511,0.000466,0.515293668,0.304,0.413,0,1
echame a mi la culpa,julioiglesias,0.51,9,1,0,1.483054659,0.448,-8.851,0.0419,0.678,0.518389222,0.136,0.152,0.150753769,1
pet sematary,ramones,0.437,2,0,0.000863,1.362739189,0.953,-5.869,0.0414,0.000498,0.673416881,0.235,0.667,0.100502513,1
the party song,emery,0.383,5,0,0,1.372894938,0.893,-3.998,0.109,0.0325,0.809466665,0.146,0.558,0.180904523,1
geek usa,thesmashingpumpkins,0.317,8,1,0.742,1.855895422,0.868,-9.766,0.0547,7.55E-06,0.569513575,0.0688,0.316,0,1
fool if you think its over  2001 edit,chrisrea,0.724,11,0,2.85E-06,1.552912812,0.493,-6.955,0.0299,0.0924,0.500920484,0.217,0.924,0.155778894,1
domination,symphonyx,0.505,1,1,0.000378,2.130394369,0.984,-4.577,0.0743,0.000114,0.536257972,0.0742,0.421,0,1
cartas de amor cuando no hay amor,mikelerentxun,0.63,1,0,0,1.223347982,0.871,-5.971,0.0304,0.0371,0.545840095,0.0365,0.857,0.165829146,1
this boys in love,thepresets,0.497,5,0,0.00199,1.576416994,0.966,-2.73,0.0422,0.00143,0.558904147,0.35,0.926,0,1
boredom,buzzcocks,0.283,0,1,0.000242,1.129839564,0.951,-4.578,0.198,0.00062,0.823662571,0.349,0.599,0,1
jesus christ pose,soundgarden,0.378,9,1,0.811,1.99735625,0.917,-10.561,0.0906,2.25E-06,0.613933171,0.24,0.318,0,1
nothing really matters,madonna,0.707,0,1,0.00796,1.663966118,0.692,-6.937,0.0409,0.0534,0.531235085,0.0649,0.248,0.246231156,1
cowboy hat,nickelback,0.565,2,1,0.000604,1.504688059,0.913,-4.403,0.0422,0.00721,0.444132313,0.0703,0.443,0.16080402,1
teenage kicks,theundertones,0.414,2,1,0,0.962328727,0.795,-6.533,0.0448,0.000991,0.6140059,0.122,0.562,0,1
mar desconocido,pinkmartini,0.626,6,0,0.000366,1.267777971,0.482,-7.9,0.0451,0.528,0.366702577,0.151,0.86,0,1
five years  2002 remastered version,davidbowie,0.438,7,1,1.69E-06,1.728221566,0.296,-12.058,0.0412,0.133,0.697067634,0.185,0.331,0,1
our battles,mariamena,0.622,4,0,0,1.382976209,0.628,-5.994,0.0258,0.154,0.432077384,0.0954,0.248,0.130653266,1
sickman,aliceinchains,0.359,6,1,0.000132,1.950957201,0.794,-5.908,0.0338,0.0133,0.441777693,0.111,0.423,0,1
rotten apple,aliceinchains,0.311,3,0,0.112,2.222925319,0.637,-8.595,0.0369,0.214,0.67105317,0.0619,0.423,0,1
my land  live album version,sonataarctica,0.18,11,1,0.00203,1.696455798,0.909,-7.065,0.0831,0.0111,0.820535199,0.769,0.367,0.020100503,1
con lo que eso duele,joaquínsabina,0.802,7,1,0,1.605255642,0.681,-9.18,0.0757,0.16,0.409117563,0.117,0.715,0.155778894,1
long tall sally,wandajackson,0.4,1,0,4.80E-05,0.726962754,0.838,-7.777,0.067,0.529,0.849986136,0.0818,0.907,0.195979899,1
walking a line,foofighters,0.486,5,0,0.0141,1.501618049,0.989,-3.651,0.0546,0.000346,0.708963467,0.0838,0.795,0,1
colder,charon,0.486,7,0,0.00354,1.759297356,0.904,-4.031,0.0696,0.00623,0.440604928,0.369,0.201,0,1
a legend reborn,hammerfall,0.532,8,0,1.70E-05,1.843865939,0.786,-8.301,0.0404,0.00152,0.559085971,0.0643,0.472,0,1
let down,radiohead,0.352,9,1,0.12,1.797219663,0.674,-9.018,0.031,0.000124,0.465873914,0.18,0.145,0,1
the road to home,amymacdonald,0.354,3,1,1.63E-05,1.914593193,0.0611,-14.921,0.0391,0.779,0.41425409,0.268,0.245,0,1
white gold,metric,0.572,9,0,0.0865,1.573500379,0.44,-9.028,0.0283,0.629,0.425904461,0.116,0.0791,0,1
the only one i know,markronson,0.571,0,1,5.09E-05,1.522967701,0.862,-4.119,0.0381,0.0027,0.553131236,0.155,0.77,0,1
feel like home feat styles of beyond,fortminor,0.83,1,1,6.51E-06,1.492367264,0.818,-3.479,0.155,0.166,0.454614465,0.0888,0.648,0.170854271,1
les jours tristes,yanntiersen,0.661,7,0,1.54E-06,1.314324914,0.421,-9.116,0.0274,0.69,0.455182665,0.101,0.919,0.175879397,1
open your heart,westlife,0.658,1,1,0,1.419322254,0.777,-6.13,0.0245,0.291,0.468410359,0.0711,0.586,0.261306533,1
mi alma perdida,amaral,0.271,4,1,0,1.564714054,0.512,-6.878,0.0324,0.198,0.855577223,0.125,0.223,0.201005025,1
all the right friends,rem,0.438,11,1,0,1.093019275,0.866,-5.088,0.035,0.00119,0.666830308,0.218,0.748,0,1
now that were done,metrostation,0.59,4,1,9.72E-06,1.355926722,0.93,-4.14,0.0373,0.0152,0.554294909,0.353,0.551,0.185929648,1
necesito medicación,estopa,0.747,6,0,0,1.372894938,0.559,-8.166,0.0438,0.0674,0.409276659,0.0716,0.766,0.190954774,1
breathless,catpower,0.345,0,1,0.000646,1.817044014,0.418,-10.84,0.0584,0.668,0.751032987,0.108,0.203,0.085427136,1
salir corriendo,amaral,0.462,7,1,1.56E-05,1.588023383,0.725,-5.023,0.0357,0.0236,0.816925993,0.0864,0.456,0.16080402,1
seaside rendezvous,queen,0.468,0,1,0,0.872274514,0.576,-9.079,0.117,0.345,0.760456015,0.168,0.722,0,1
what do you go home to,explosionsinthesky,0.172,7,1,0.943,1.799712654,0.29,-12.099,0.0302,0.974,0.391066989,0.102,0.0292,0,1
matkalla alabamaan,popeda,0.517,2,1,8.65E-05,1.189039988,0.847,-4.537,0.035,0.0211,0.65903006,0.0911,0.893,0.145728643,1
house where nobody lives,tomwaits,0.504,3,1,0,1.596665838,0.192,-13.717,0.0333,0.897,0.421013396,0.114,0.455,0,1
right here,staind,0.487,10,0,3.00E-05,1.579327576,0.627,-6.506,0.0304,0.00141,0.510329874,0.109,0.219,0.206030151,1
orchids,stonesour,0.598,4,1,0,1.641886217,0.86,-4.589,0.0658,0.00327,0.503402381,0.239,0.283,0.070351759,1
57,biffyclyro,0.379,2,1,0.000144,1.321347001,0.808,-5.146,0.0451,6.20E-05,0.472660494,0.203,0.414,0,1
airbag,radiohead,0.306,2,1,0.8,1.749013429,0.872,-7.313,0.05,0.00792,0.7634152,0.261,0.648,0,1
i dont wanna cry,mariahcarey,0.641,7,1,9.01E-05,1.75159133,0.504,-12.486,0.031,0.197,0.594500734,0.288,0.276,0.251256281,1
you wont forget me,labouche,0.722,1,1,1.17E-06,1.285869457,0.91,-4.135,0.032,0.0182,0.604769243,0.0872,0.687,0.185929648,1
wage slaves,allshallperish,0.328,11,1,0.391,1.435532154,0.979,-2.136,0.16,0.00011,0.464273863,0.0748,0.0829,0,1
i surrender to the spirit of the night,samanthafox,0.686,6,0,0.000136,1.479936564,0.686,-12.734,0.0276,0.037,0.500179551,0.216,0.776,0.135678392,1
la sombra de una palmera,manologarcia,0.784,4,1,0.000482,1.573500379,0.525,-7.57,0.0395,0.493,0.522743905,0.0903,0.613,0.206030151,1
freelove,depechemode,0.55,10,0,0.00426,2.063287084,0.538,-11.557,0.0312,0.0154,0.467446692,0.72,0.303,0,1
making love out of nothing at all,airsupply,0.428,4,1,0,2.525486688,0.715,-5.682,0.0428,0.137,0.663375653,0.949,0.382,0.125628141,1
borne on the fm waves of the heart,againstme,0.458,1,0,4.95E-05,1.573500379,0.82,-3.514,0.0273,0.000109,0.570204507,0.08,0.429,0.221105528,1
runaway boys,straycats,0.374,1,0,0.000195,1.189039988,0.724,-12.004,0.0366,0.0293,0.810303055,0.314,0.649,0.190954774,1
girl anachronism,thedresdendolls,0.416,10,1,0,1.181295854,0.883,-6.031,0.15,0.314,0.810616701,0.11,0.788,0.236180905,1
madre directo,estopa,0.367,9,0,0.00333,1.759297356,0.745,-6.797,0.0347,0.0413,0.444123222,0.983,0.155,0.155778894,1
ashes of the wake,lambofgod,0.253,6,0,0.872,1.975444058,0.972,-4.149,0.169,8.74E-05,0.426245381,0.214,0.102,0,1
arbeit macht frei,thelibertines,0.298,10,0,0.000387,0.209963821,0.926,-3.746,0.179,0.0133,0.69639034,0.451,0.782,0.170854271,1
a whisper  a clamor,anberlin,0.396,8,1,5.03E-05,1.338746019,0.966,-4.63,0.07,0.000483,0.772510943,0.109,0.629,0.175879397,1
angel of mine,monica,0.592,10,0,3.23E-05,1.576416994,0.562,-6.869,0.0239,0.00373,0.409831222,0.223,0.208,0.336683417,1
baby love,mothersfinest,0.587,5,1,2.23E-05,1.6363121,0.783,-8.608,0.0722,0.0784,0.418463315,0.783,0.956,0.24120603,1
cyprus avenue  1999 remaster,vanmorrison,0.481,10,1,6.96E-05,2.228523804,0.299,-14.634,0.0344,0.232,0.576691077,0.175,0.525,0.236180905,1
the nobodies,marilynmanson,0.448,4,1,4.34E-05,1.396304064,0.798,-5.205,0.0621,4.45E-05,0.682571718,0.052,0.287,0,1
allamerican girl,carrieunderwood,0.624,9,1,0,1.379623988,0.805,-2.632,0.029,0.0466,0.563613388,0.328,0.77,0.316582915,1
black dragon,dissection,0.27,5,0,0.154,1.749013429,0.908,-4.107,0.0465,1.42E-05,0.468110349,0.391,0.514,0,1
bump n grind,rkelly,0.677,4,1,0,1.599534922,0.525,-6.429,0.0344,0.126,0.591918834,0.296,0.664,0,1
stand by me,gigidagostinolovefamily,0.919,7,1,0.00166,1.799712654,0.682,-9.388,0.0472,0.282,0.500006818,0.082,0.553,0,1
blood bound,hammerfall,0.435,11,1,0.00106,1.476811467,0.937,-5.221,0.0749,0.00939,0.614064993,0.0761,0.266,0,1
i dont wanna know,philcollins,0.642,8,1,0.433,1.599534922,0.941,-10.176,0.0523,0.211,0.591618824,0.194,0.191,0,1
all at sea,jamiecullum,0.36,8,1,3.56E-05,1.683008442,0.482,-8.193,0.0315,0.575,0.800775479,0.127,0.406,0,1
ocean breathes salty,modestmouse,0.646,7,1,3.65E-06,1.445167754,0.964,-3.177,0.0369,0.0407,0.434009264,0.293,0.747,0.27638191,1
love of my life live in montreal,queen,0.293,2,1,1.54E-06,1.498541268,0.277,-13.775,0.038,0.742,0.744096403,0.969,0.194,0,1
everybody knows,leonardcohen,0.783,1,0,4.18E-05,1.926054358,0.428,-14.65,0.0277,0.743,0.473905988,0.16,0.705,0.125628141,1
cubert,systemofadown,0.488,0,1,0.635,0.623966535,0.919,-5.274,0.0787,0.000536,0.423458928,0.379,0.644,0.150753769,1
sweet adeline,elliottsmith,0.551,7,0,0.45,1.282270364,0.271,-11.694,0.0268,0.651,0.655152664,0.0915,0.285,0,1
call on me,laleh,0.697,9,0,1.30E-06,1.321347001,0.713,-5.508,0.0606,0.329,0.372770952,0.161,0.67,0.175879397,1
jaded,todiefor,0.41,6,0,0.0481,1.674878646,0.874,-5.491,0.0436,2.54E-05,0.664202952,0.164,0.58,0,1
wanna be startin somethin,michaeljackson,0.846,6,0,0.274,2.033875339,0.922,-5.564,0.046,0.0346,0.556226789,0.0837,0.845,0,1
tokyo nights,krokus,0.443,8,0,0.0703,1.999529639,0.439,-13.96,0.0316,0.0043,0.348356539,0.0993,0.826,0.185929648,1
moonlight lady,julioiglesias,0.736,8,1,3.41E-05,1.541011469,0.726,-5.918,0.053,0.474,0.552358484,0.076,0.609,0.170854271,1
lucky,radiohead,0.206,11,0,0.638,1.616628001,0.4,-9.813,0.0324,0.053,0.606573845,0.111,0.196,0,1
angelene,pjharvey,0.595,0,1,0.0432,1.389656258,0.292,-12.29,0.0304,0.694,0.556299519,0.388,0.171,0,1
little trip to heaven on the wings of your love,tomwaits,0.489,1,1,7.03E-06,1.409504281,0.139,-17.353,0.0353,0.9,0.317205547,0.202,0.202,0,1
rusted over wet dreams,emmure,0.126,6,1,0.298,1.242037921,0.963,-4.425,0.115,1.74E-05,0.820676112,0.227,0.094,0,1
monday morning apocalypse,evergrey,0.55,0,1,0.000482,1.253129256,0.952,-5.538,0.0791,1.44E-05,0.559054152,0.174,0.25,0,1
in the arms of sleep,thesmashingpumpkins,0.312,8,1,0.434,1.588023383,0.377,-15.857,0.0373,0.511,0.829326388,0.361,0.138,0,1
sigur 7 untitled,sigurrós,0.119,4,0,0.932,3.070732736,0.339,-9.696,0.0312,0.129,0.421231585,0.0789,0.0371,0,1
rusningstrafik,larswinnerbäck,0.646,4,0,1.61E-05,1.704463738,0.144,-16.993,0.058,0.888,0.439850359,0.095,0.657,0,1
the chronicles of a bohemian teenager pt two,getcapewearcapefly,0.63,9,1,2.11E-05,1.352507764,0.853,-4.66,0.0328,0.179,0.682076248,0.399,0.333,0.110552764,1
sunday morning  acoustic,maroon5,0.418,7,1,0,1.599534922,0.666,-8.633,0.109,0.571,0.373011869,0.709,0.737,0,1
goodbye,spicegirls,0.552,4,1,0,1.69377646,0.694,-4.489,0.026,0.0846,0.618287855,0.117,0.359,0.261306533,1
sin vigilancia,muchachitobomboinfierno,0.776,1,0,0,1.441963328,0.6,-7.625,0.0392,0.556,0.487065498,0.189,0.972,0.145728643,1
time stands still at the iron hill,blindguardian,0.49,5,0,9.52E-05,1.774586454,0.973,-4.719,0.0813,0.00725,0.461346497,0.253,0.192,0,1
satisfy you,diddy,0.764,6,1,0,1.741251801,0.594,-10.05,0.185,0.591,0.39665353,0.145,0.695,0.27638191,1
sunday mornin comin down,kriskristofferson,0.54,9,1,9.05E-05,1.672158356,0.285,-14.112,0.0391,0.501,0.357756838,0.114,0.529,0.201005025,1
simpatico holgazan,skap,0.661,7,1,2.18E-05,1.552912812,0.803,-6.943,0.0439,0.13,0.700267736,0.0285,0.823,0.165829146,1
el rey del regaliz,losdelinquentes,0.644,6,0,3.86E-05,1.957676056,0.021,-10.502,0.121,0.454,0.477551559,0.0886,0.217,0,1
dont stand so close to me  remastered 2003,thepolice,0.799,2,1,0.00107,1.538020276,0.506,-9.414,0.0606,0.0453,0.637788475,0.037,0.518,0,1
war pigs,faithnomore,0.323,6,0,0.019,2.36557101,0.891,-7.018,0.119,0.00126,0.44270045,0.243,0.236,0,1
motorcycle emptiness,manicstreetpreachers,0.529,4,1,0.601,2.048654205,0.621,-10.331,0.0296,8.53E-06,0.511998109,0.113,0.239,0.135678392,1
crimes,aperfectcircle,0.735,6,0,0.074,1.011764477,0.724,-17.229,0.0719,0.213,0.539989909,0.106,0.146,0.211055276,1
so yesterday,hilaryduff,0.552,0,1,0,1.402919962,0.803,-3.81,0.0611,0.234,0.355447673,0.308,0.784,0.180904523,1
cant you hear me knocking,therollingstones,0.549,0,1,0.116,2.270770286,0.635,-9.43,0.0373,0.41,0.691449273,0.131,0.745,0,1
way to fall,starsailor,0.328,2,0,9.64E-05,1.669432853,0.337,-11.001,0.0279,0.215,0.639083971,0.117,0.206,0.180904523,1
highway star  1998 digital remaster,deeppurple,0.176,2,1,0.463,2.175444144,0.885,-9.134,0.0754,2.79E-05,0.851295268,0.688,0.36,0,1
youll never find another love like mine,michaelbublé,0.342,1,1,0.000976,1.552912812,0.329,-11.202,0.0328,0.445,0.818130577,0.0939,0.392,0.226130653,1
sha la la la lee  mono version,smallfaces,0.458,4,1,0,1.153834328,0.765,-5.504,0.0317,0.0798,0.613374062,0.491,0.678,0,1
blasphemous rumours,depechemode,0.721,11,1,0.000836,2.104317941,0.591,-13.572,0.0381,0.375,0.544380958,0.0564,0.32,0,1
holiday,boyslikegirls,0.608,4,1,9.36E-05,1.834169934,0.797,-5.492,0.0305,0.0297,0.545630997,0.0779,0.138,0.175879397,1
memorial,explosionsinthesky,0.238,9,1,0.878,2.536192637,0.322,-15.785,0.0353,0.0336,0.561340588,0.112,0.0352,0,1
i put a spell on you,marilynmanson,0.613,11,0,0.526,1.402919962,0.797,-5.895,0.0665,0.0012,0.445650543,0.23,0.415,0,1
then go  live from union chapel,damienrice,0.346,7,1,0.0069,1.982052049,0.132,-16.127,0.0354,0.782,0.530671431,0.984,0.0567,0.110552764,1
brassneck,theweddingpresent,0.411,7,1,0.607,1.769508141,0.933,-12.766,0.0513,3.75E-05,0.410735796,0.297,0.6,0.190954774,1
rock and roll is dead,lennykravitz,0.33,2,1,0.102,1.331812944,0.965,-4.499,0.0661,0.000177,0.562554263,0.0625,0.782,0.185929648,1
första sista,familjen,0.72,0,1,0.154,1.616628001,0.851,-6.244,0.042,0.00908,0.499924998,0.0385,0.853,0,1
janie jones,theclash,0.582,4,1,0,0.775488636,0.743,-8.501,0.0385,0.0565,0.474078721,0.133,0.812,0,1
jast a little,libertyx,0.788,5,0,0,1.510807892,0.613,-6.517,0.0573,0.0065,0.472183206,0.0471,0.739,0,1
clumsy,fergie,0.731,2,1,0.00042,1.529008173,0.563,-4.046,0.131,0.191,0.836431159,0.296,0.452,0,1
absolute,thousandfootkrutch,0.571,7,1,0,1.303723594,0.804,-4.741,0.0413,0.00103,0.454591737,0.0993,0.507,0.195979899,1
phenomena,yeahyeahyeahs,0.503,2,1,0.000284,1.576416994,0.896,-5.288,0.0998,0.00856,0.711595369,0.077,0.481,0.195979899,1
days go by,keithurban,0.574,2,1,1.40E-05,1.422579469,0.903,-3.628,0.0332,0.00517,0.599887269,0.0762,0.775,0.115577889,1
for the world to dictate our death,dimmuborgir,0.427,1,1,0.0161,1.743843683,0.977,-3.634,0.121,8.62E-06,0.591291541,0.353,0.138,0,1
josie,blink182,0.398,11,1,0.000162,1.307266527,0.976,-5.118,0.0992,6.19E-05,0.456773625,0.111,0.676,0,1
mango pickle down river,mia,0.85,2,1,0.00303,1.492367264,0.444,-9.122,0.328,0.371,0.435022933,0.165,0.573,0.180904523,1
hungry heart,brucespringsteen,0.636,8,1,0.00241,1.300171432,0.822,-10.171,0.0266,0.115,0.499238612,0.161,0.971,0,1
last drop falls,sonataarctica,0.444,3,0,0,1.855895422,0.656,-4.75,0.0302,0.00685,0.581959426,0.112,0.137,0.075376884,1
thinking of you,lennykravitz,0.636,9,1,0.00581,2.112390108,0.726,-8.008,0.0412,0.18,0.757555922,0.32,0.563,0.251256281,1
